Date,Ativo,Retorno_Diario
2024-06-26,BBAS3.SA,-0.0066941621793309425
2024-06-27,BBAS3.SA,-0.00037417749568824377
2024-06-28,BBAS3.SA,0.0003743175568942103
2024-07-01,BBAS3.SA,-0.013103494246460845
2024-07-02,BBAS3.SA,0.0034143377373470063
2024-07-03,BBAS3.SA,0.00982957634042747
2024-07-04,BBAS3.SA,0.0052416057527948645
2024-07-05,BBAS3.SA,-0.004469264492989566
2024-07-08,BBAS3.SA,-0.016460844474161518
2024-07-09,BBAS3.SA,-0.0034232662595797825
2024-07-10,BBAS3.SA,0.01564871129651535
2024-07-11,BBAS3.SA,-0.0048853980069651914
2024-07-12,BBAS3.SA,0.01321746837047133
2024-07-15,BBAS3.SA,0.004472675929236392
2024-07-16,BBAS3.SA,0.003339510650816724
2024-07-17,BBAS3.SA,0.00998526536065003
2024-07-18,BBAS3.SA,-0.004394063736894327
2024-07-19,BBAS3.SA,-0.0029422258899056697
2024-07-22,BBAS3.SA,0.0011066004030939602
2024-07-23,BBAS3.SA,-0.005895292523315665
2024-07-24,BBAS3.SA,-0.004077058908807496
2024-07-25,BBAS3.SA,0.0007442963726589369
2024-07-26,BBAS3.SA,0.00855324100017163
2024-07-29,BBAS3.SA,0.0014749495017956082
2024-07-30,BBAS3.SA,-0.007731942739932274
2024-07-31,BBAS3.SA,-0.01484229599525988
2024-08-01,BBAS3.SA,-0.006779566323503516
2024-08-02,BBAS3.SA,-0.007963739671774328
2024-08-05,BBAS3.SA,0.0015292395054438135
2024-08-06,BBAS3.SA,0.017175534220787547
2024-08-07,BBAS3.SA,-0.01313339333436736
2024-08-08,BBAS3.SA,-0.004182311495289914
2024-08-09,BBAS3.SA,0.013745592569605947
2024-08-12,BBAS3.SA,0.021468881617493496
2024-08-13,BBAS3.SA,0.01290563081576579
2024-08-14,BBAS3.SA,0.016745453973927127
2024-08-15,BBAS3.SA,0.00787692130624107
2024-08-16,BBAS3.SA,0.00781543625536929
2024-08-19,BBAS3.SA,0.0267887513733287
2024-08-20,BBAS3.SA,0.004462841510207927
2024-08-21,BBAS3.SA,-0.004443013047150668
2024-08-22,BBAS3.SA,-0.02252089939199431
2024-08-23,BBAS3.SA,0.007497195626378073
2024-08-26,BBAS3.SA,0.0038980992742769782
2024-08-27,BBAS3.SA,-0.011295474344167333
2024-08-28,BBAS3.SA,0.006069262023376654
2024-08-29,BBAS3.SA,0.004258256588143716
2024-08-30,BBAS3.SA,-0.006360338235372742
2024-09-02,BBAS3.SA,0.010668543092061444
2024-09-03,BBAS3.SA,0.009148519155546486
2024-09-04,BBAS3.SA,0.01080881995016103
2024-09-05,BBAS3.SA,0.008968642063127863
2024-09-06,BBAS3.SA,-0.016410154449315817
2024-09-09,BBAS3.SA,0.012512864016402725
2024-09-10,BBAS3.SA,-0.014761304039094814
2024-09-11,BBAS3.SA,0.0003483459319055804
2024-09-12,BBAS3.SA,-0.010286211351917873
2024-09-13,BBAS3.SA,0.006730464216970766
2024-09-16,BBAS3.SA,0.0052778733275120615
2024-09-17,BBAS3.SA,-0.006300225600279874
2024-09-18,BBAS3.SA,-0.004931382392530215
2024-09-19,BBAS3.SA,-0.012035407914540719
2024-09-20,BBAS3.SA,-0.01469000796103559
2024-09-23,BBAS3.SA,-0.0036364467766127895
